,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,88.79605865478516,110737200.0,2.0,2.9774346740332334,91.55630361936431,79.1913068542685,62.80716804385894,107.51143026152543,29.73053178324967,82.89883448282878,76.75925877888997,28.6200008392334,53.06809375114465
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,223.8211212158203,6575800.0,2.0,3.3890826682875286,216.59212052050844,186.59650405224545,61.279615935199864,269.77750027800045,46.80613855018442,200.2461690266927,201.24619623819987,28.6200008392334,53.06809375114465
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,89.22908782958984,3301000.0,2.0,-0.3770863112258809,106.99765404321847,85.03628913305106,48.50482496513525,-66.26430904385244,3.1424475930634252,94.22727940877279,87.88137664794922,28.6200008392334,53.06809375114465
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477575562,220.72113910561632,160.93286327475477,50.9257710814185,24.220608346258853,15.932919876883023,176.4723347981771,155.6141675313314,28.6200008392334,53.06809375114465
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,115.20433044433594,2807800.0,2.0,1.215170214390838,124.72673130490664,108.23534450075742,52.86541209865125,35.83663674979851,14.457404372847108,114.02146962483724,108.51564394632975,28.6200008392334,53.06809375114465
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.34181213378906,4754600.0,2.0,4.18028442905927,194.51441929954953,168.5564150510364,58.104307940607626,139.94190064171798,29.225746978966207,179.67657623291015,170.46014633178712,28.6200008392334,53.06809375114465
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,40.38662338256836,17129500.0,2.0,0.25301103373894307,42.46305658405849,38.37506406718663,53.16056766985333,19.488723123743256,13.380576374222523,40.37112681070963,38.728392601013184,28.6200008392334,53.06809375114465
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,72.75119018554688,6379400.0,2.0,-0.9532963724963395,84.9900894167222,68.73478927590476,47.82917365080677,-92.13088155261158,9.08624213494915,76.97411448160807,74.6177739461263,28.6200008392334,53.06809375114465
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,112.12560272216797,11930900.0,2.0,-0.9623699709722189,126.25528831797962,105.6118335692274,49.23569547110716,-76.92102786457772,1.5594677137092339,116.7114247639974,110.50752512613933,28.6200008392334,53.06809375114465
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,178.90960693359375,2620100.0,2.0,0.5610283981358464,201.56592871413298,169.69251855149204,50.96276395839887,-35.70128710255883,3.621086934561276,182.68621520996095,171.79940388997395,28.6200008392334,53.06809375114465
0,2020-07-01,HD,249.64999389648438,250.3300018310547,246.92999267578125,225.30960083007812,3677300.0,2.0,2.159383082104,234.67639873661577,216.44584552607952,55.50967602493306,20.626132861549635,8.254305556136092,224.29165903727213,210.1549379984538,28.6200008392334,53.06809375114465
0,2020-07-01,HON,145.22000122070312,146.47999572753906,142.97000122070312,132.26187133789062,2609500.0,2.0,-0.3018561492982599,148.65257894194554,122.90233057343535,49.99253904096113,-33.46465268920424,2.7678061866028925,134.80812072753906,129.09479942321778,28.6200008392334,53.06809375114465
0,2020-07-01,IBM,114.98088073730469,115.8986587524414,113.16443634033203,92.688720703125,4869967.0,2.0,-0.9898919497986327,105.15059773119673,87.83647960034624,47.489714769570305,-74.17639596066164,5.476160686110967,96.53263473510742,95.16070505777995,28.6200008392334,53.06809375114465
0,2020-07-01,INTC,59.90999984741211,60.029998779296875,58.7599983215332,52.4257698059082,14748100.0,2.0,-0.5142137208503215,57.47118592629594,50.36044478049117,48.71405948982248,-78.99767059248379,8.423667414942768,54.479356129964195,53.496546808878584,28.6200008392334,53.06809375114465
0,2020-07-01,JNJ,140.69000244140625,141.38999938964844,140.05999755859375,125.77091217041016,6174800.0,2.0,-1.493323820909282,133.34883210638418,122.7219320537721,46.81579153717984,-95.27012034958265,15.02381456066812,129.13792622884114,130.69651718139647,28.6200008392334,53.06809375114465
0,2020-07-01,JPM,94.88999938964844,95.70999908447266,93.02999877929688,82.57588958740234,18755700.0,2.0,-0.9803232839008302,99.85054943771316,77.63982531814621,46.82894114272528,-79.26081084146097,2.3231892189599512,87.7078961690267,84.48903694152833,28.6200008392334,53.06809375114465
0,2020-07-01,KO,44.93000030517578,45.529998779296875,44.709999084472656,39.63958740234375,14316500.0,2.0,-0.39387430887498454,43.70597221147472,38.01940468061512,46.68585455676332,-78.23684763650074,12.141321439276634,40.81135889689128,40.548657480875654,28.6200008392334,53.06809375114465
0,2020-07-01,MCD,184.9499969482422,186.44000244140625,183.72000122070312,168.58456420898438,2193800.0,2.0,-0.6690487986782045,183.62002139441176,161.88434719689684,49.65612709257203,-58.53548160549171,2.6687944749256793,171.83485361735026,167.92001368204754,28.6200008392334,53.06809375114465
0,2020-07-01,MMM,130.7190704345703,131.93980407714844,129.8578643798828,108.77639770507812,1944218.0,2.0,0.3402886497502493,117.59910974384252,104.22203054546412,51.65535138375604,-11.91554800359568,7.4343802673570325,109.82779795328776,105.67027104695639,28.6200008392334,53.06809375114465
0,2020-07-01,MRK,73.88359069824219,75.32442474365234,73.58778381347656,65.96041870117188,9948769.0,2.0,-0.37249525084361323,69.70020475571256,61.59673585708042,50.137247580258226,-1.2379741912763693,8.987585074670786,65.73654747009277,66.31369609832764,28.6200008392334,53.06809375114465
0,2020-07-01,MSFT,203.13999938964844,206.35000610351562,201.77000427246094,197.26821899414062,32061200.0,2.0,4.865883524549929,199.53674749568933,175.43573632999426,61.18490188272085,140.81418115973588,33.01514568936888,183.8959966023763,176.67100499471027,28.6200008392334,53.06809375114465
0,2020-07-01,NKE,98.5,98.72000122070312,97.11000061035156,93.32756805419922,5733800.0,2.0,0.6000477382241485,100.56130600885315,89.43314208074646,52.347797826699654,-25.350582553567822,10.077761305946392,94.5507692972819,89.13468030293782,28.6200008392334,53.06809375114465
0,2020-07-01,PG,119.6500015258789,120.38999938964844,118.9000015258789,108.02217864990234,6501200.0,2.0,0.5715834064811105,108.52688311722545,103.59736843917102,53.50853455242609,114.05015383809081,1.6578549539437035,105.19810256958007,105.05876833597819,28.6200008392334,53.06809375114465
0,2020-07-01,TRV,113.95999908447266,114.79000091552734,112.19999694824219,102.86671447753906,930500.0,2.0,1.475777313351898,114.73486545889708,98.035600391933,51.84926589501269,9.026869645899476,0.8667633442658239,102.84050089518229,96.57223421732584,28.6200008392334,53.06809375114465
0,2020-07-01,UNH,295.8299865722656,300.3999938964844,295.239990234375,281.0928649902344,2303800.0,2.0,0.3725406326905727,293.3189405838138,262.657429655444,53.23658311993933,18.23316337098644,4.310079450641759,279.0163920084635,272.7059410095215,28.6200008392334,53.06809375114465
0,2020-07-01,V,193.85000610351562,195.35000610351562,192.66000366210938,187.99632263183594,6394100.0,2.0,1.0143821718678794,195.03096042434237,181.75527462204434,53.31962772444695,-7.433547183219716,6.305181659435469,188.28219706217448,178.90140838623046,28.6200008392334,53.06809375114465
0,2020-07-01,VZ,55.09000015258789,55.33000183105469,54.58000183105469,43.03611755371094,12831600.0,2.0,-0.3804938552573347,46.40951949746366,41.84875648825411,47.041296307565695,-54.041480806628044,7.9540351281572645,43.953200022379555,44.31673704783122,28.6200008392334,53.06809375114465
0,2020-07-01,WBA,42.150001525878906,42.77000045776367,40.75,32.67216491699219,7063200.0,2.0,-0.1590816784245348,36.9574942523367,31.47183085142306,46.457044528796345,-55.82517310456564,9.849031633445211,33.99487597147624,33.77472715377807,28.6200008392334,53.06809375114465
0,2020-07-01,WMT,39.81666564941406,39.973331451416016,39.5533332824707,37.4245719909668,19733700.0,2.0,-0.2685793433592423,38.343399172748114,36.682722348247985,48.040682680856,-68.41050913962384,3.847317687483285,37.935176849365234,38.583933130900064,28.6200008392334,53.06809375114465
1,2020-07-02,AAPL,91.9625015258789,92.61750030517578,90.91000366210938,88.79605865478516,114041600.0,3.0,2.8972760642767383,91.35595071418024,80.41079733269476,62.80716804385894,104.55604362370117,33.335608525380636,83.26366628011068,77.187579981486,27.68000030517578,6.839067828402548
1,2020-07-02,AMGN,252.8699951171875,261.4599914550781,252.8699951171875,226.558349609375,3338000.0,3.0,4.736911682482088,221.45337278764174,185.01290834028794,62.24282768651965,310.7720825431154,51.669584487676715,201.13430633544922,201.98992207845052,27.68000030517578,6.839067828402548
1,2020-07-02,AXP,96.7699966430664,97.29000091552734,93.8499984741211,89.49471282958984,4239700.0,3.0,-0.5558286899711504,106.58546232514874,84.33572374052508,48.67227706036526,-67.01192382710812,2.043743766352331,94.35408833821614,87.99436492919922,27.68000030517578,6.839067828402548
1,2020-07-02,BA,185.5800018310547,187.7899932861328,180.42999267578125,180.80999755859375,41792300.0,3.0,4.838368081568319,220.74713127499405,160.55787055606066,51.02235900415658,17.93794948183391,15.932919876883018,178.05533447265626,156.26800079345702,27.68000030517578,6.839067828402548
1,2020-07-02,CAT,128.25,130.33999633789062,127.19000244140625,116.72138977050781,2527500.0,3.0,1.2853520963070508,124.64586754382098,108.20288657605205,53.81242084533886,50.59665149330127,16.810810497217908,114.38793767293295,108.62088025410971,27.68000030517578,6.839067828402548
1,2020-07-02,CRM,193.16000366210938,195.38999938964844,192.2899932861328,191.97998046875,4200300.0,3.0,4.424776365373589,195.36096974529937,169.81283701739596,58.35377792913082,156.1709892622355,33.30449834273671,180.1950907389323,171.2488863627116,27.68000030517578,6.839067828402548
1,2020-07-02,CSCO,46.06999969482422,46.220001220703125,45.47999954223633,40.32475662231445,19632000.0,3.0,0.23977219988260146,42.40065406186483,38.361134115625404,52.99855606936958,-12.471486803609896,6.686251196972118,40.387185668945314,38.80656814575195,27.68000030517578,6.839067828402548
1,2020-07-02,CVX,89.37000274658203,90.36000061035156,88.16000366210938,73.32411193847656,5832800.0,3.0,-0.977184347793397,84.67020114975978,68.39292751234959,48.34485165967033,-81.50395049271171,9.086242134949158,76.8443110148112,74.73624191284179,27.68000030517578,6.839067828402548
1,2020-07-02,DIS,115.0,115.0999984741211,112.0,111.30209350585938,10312000.0,3.0,-1.013900803384601,125.36153755661977,105.36359214308726,48.67880149771948,-80.79577120493795,2.5133341962596587,116.45544408162435,110.68843167622884,27.68000030517578,6.839067828402548
1,2020-07-02,GS,202.5,203.0,197.1300048828125,178.75563049316406,2699400.0,3.0,0.3498911538874836,200.48101248186177,169.19996743757181,50.90713961813172,-29.472775643560972,8.630298368111603,183.20199025472004,172.2885716756185,27.68000030517578,6.839067828402548
1,2020-07-02,HD,251.94000244140625,252.3000030517578,247.9199981689453,225.6273956298828,3369800.0,3.0,2.089975735063007,234.6533204286004,216.42806690050116,55.64499334428782,35.30650749377089,12.0951690356843,224.6464818318685,211.0228151957194,27.68000030517578,6.839067828402548
1,2020-07-02,HON,145.5800018310547,147.14999389648438,144.5500030517578,133.09710693359375,2758500.0,3.0,-0.22120591015141144,147.7262912349134,122.82915386396354,50.46216825591305,-24.891624768982513,0.8821599464758613,135.08315200805663,129.25953877766926,27.68000030517578,6.839067828402548
